ExonType	WEFRange	Junction	OccurenceRange	OccureneceTotal	OccureneceFreq	cumulativeCount	cumulativeFreq
alt_alt	0.25_0.5	HH	0.401_0.5	32	0.091	166	0.473
alt_alt	0.25_0.5	HH	0.501_0.6	17	0.048	183	0.521
alt_alt	0.25_0.5	HH	0.601_0.7	31	0.088	214	0.61
alt_alt	0.25_0.5	HH	0.701_0.8	28	0.08	242	0.689
alt_alt	0.25_0.5	HH	0.801_0.9	18	0.051	260	0.741
alt_alt	0.25_0.5	HH	0.901_1.0	91	0.259	351	1.0
cons_alt	0_0.25	CC	0_0.1	0	0.0	0	0.0
cons_alt	0_0.25	CC	0.101_0.2	0	0.0	0	0.0
cons_alt	0_0.25	CC	0.201_0.3	0	0.0	0	0.0
cons_alt	0_0.25	CC	0.301_0.4	2	0.133	2	0.133
cons_alt	0_0.25	CC	0.401_0.5	2	0.133	4	0.267
cons_alt	0_0.25	CC	0.501_0.6	0	0.0	4	0.267
cons_alt	0_0.25	CC	0.601_0.7	2	0.133	6	0.4
cons_alt	0_0.25	CC	0.701_0.8	0	0.0	6	0.4
cons_alt	0_0.25	CC	0.801_0.9	0	0.0	6	0.4
cons_alt	0_0.25	CC	0.901_1.0	9	0.6	15	1.0
cons_alt	0_0.25	EE	0_0.1	0	0.0	0	0.0
cons_alt	0_0.25	EE	0.101_0.2	0	0.0	0	0.0
cons_alt	0_0.25	EE	0.201_0.3	1	0.5	1	0.5
cons_alt	0_0.25	EE	0.301_0.4	0	0.0	1	0.5
cons_alt	0_0.25	EE	0.401_0.5	0	0.0	1	0.5
cons_alt	0_0.25	EE	0.501_0.6	0	0.0	1	0.5
cons_alt	0_0.25	EE	0.601_0.7	1	0.5	2	1.0
cons_alt	0_0.25	EE	0.701_0.8	0	0.0	2	1.0
cons_alt	0_0.25	EE	0.801_0.9	0	0.0	2	1.0
cons_alt	0_0.25	EE	0.901_1.0	0	0.0	2	1.0
cons_alt	0_0.25	HH	0_0.1	0	0.0	0	0.0
cons_alt	0_0.25	HH	0.101_0.2	0	0.0	0	0.0
cons_alt	0_0.25	HH	0.201_0.3	0	0.0	0	0.0
cons_alt	0_0.25	HH	0.301_0.4	1	0.143	1	0.143
cons_alt	0_0.25	HH	0.401_0.5	0	0.0	1	0.143
cons_alt	0_0.25	HH	0.501_0.6	0	0.0	1	0.143
cons_alt	0_0.25	HH	0.601_0.7	0	0.0	1	0.143
cons_alt	0_0.25	HH	0.701_0.8	0	0.0	1	0.143
cons_alt	0_0.25	HH	0.801_0.9	0	0.0	1	0.143
cons_alt	0_0.25	HH	0.901_1.0	6	0.857	7	1.0
cons_alt	0.5_0.75	CC	0_0.1	0	0.0	0	0.0
cons_alt	0.5_0.75	CC	0.101_0.2	8	0.09	8	0.09
cons_alt	0.5_0.75	CC	0.201_0.3	5	0.056	13	0.146
cons_alt	0.5_0.75	CC	0.301_0.4	13	0.146	26	0.292
cons_alt	0.5_0.75	CC	0.401_0.5	4	0.045	30	0.337
cons_alt	0.5_0.75	CC	0.501_0.6	5	0.056	35	0.393
cons_alt	0.5_0.75	CC	0.601_0.7	9	0.101	44	0.494
cons_alt	0.5_0.75	CC	0.701_0.8	6	0.067	50	0.562
cons_alt	0.5_0.75	CC	0.801_0.9	3	0.034	53	0.596
cons_alt	0.5_0.75	CC	0.901_1.0	36	0.404	89	1.0
cons_alt	0.5_0.75	EE	0_0.1	1	0.03	1	0.03
cons_alt	0.5_0.75	EE	0.101_0.2	5	0.152	6	0.182
cons_alt	0.5_0.75	EE	0.201_0.3	5	0.152	11	0.333
cons_alt	0.5_0.75	EE	0.301_0.4	7	0.212	18	0.545
cons_alt	0.5_0.75	EE	0.401_0.5	3	0.091	21	0.636
cons_alt	0.5_0.75	EE	0.501_0.6	0	0.0	21	0.636
cons_alt	0.5_0.75	EE	0.601_0.7	1	0.03	22	0.667
cons_alt	0.5_0.75	EE	0.701_0.8	1	0.03	23	0.697
cons_alt	0.5_0.75	EE	0.801_0.9	1	0.03	24	0.727
cons_alt	0.5_0.75	EE	0.901_1.0	9	0.273	33	1.0
cons_alt	0.5_0.75	HH	0_0.1	0	0.0	0	0.0
cons_alt	0.5_0.75	HH	0.101_0.2	10	0.167	10	0.167
cons_alt	0.5_0.75	HH	0.201_0.3	4	0.067	14	0.233
cons_alt	0.5_0.75	HH	0.301_0.4	8	0.133	22	0.367
cons_alt	0.5_0.75	HH	0.401_0.5	7	0.117	29	0.483
cons_alt	0.5_0.75	HH	0.501_0.6	2	0.033	31	0.517
cons_alt	0.5_0.75	HH	0.601_0.7	3	0.05	34	0.567
cons_alt	0.5_0.75	HH	0.701_0.8	4	0.067	38	0.633
