ExonType	WEFRange	Junction	OccurenceRange	OccureneceTotal	OccureneceFreq	cumulativeCount	cumulativeFreq
alt_alt	0_0.25	HH	0.301_0.4	81	0.191	131	0.31
alt_alt	0_0.25	HH	0.401_0.5	22	0.052	153	0.362
alt_alt	0_0.25	HH	0.501_0.6	8	0.019	161	0.381
alt_alt	0_0.25	HH	0.601_0.7	47	0.111	208	0.492
alt_alt	0_0.25	HH	0.701_0.8	23	0.054	231	0.546
alt_alt	0_0.25	HH	0.801_0.9	7	0.017	238	0.563
alt_alt	0_0.25	HH	0.901_1.0	185	0.437	423	1.0
alt_alt	0.25_0.5	CC	0_0.1	42	0.013	42	0.013
alt_alt	0.25_0.5	CC	0.101_0.2	225	0.067	267	0.079
alt_alt	0.25_0.5	CC	0.201_0.3	208	0.062	475	0.141
alt_alt	0.25_0.5	CC	0.301_0.4	380	0.113	855	0.255
alt_alt	0.25_0.5	CC	0.401_0.5	223	0.066	1078	0.321
alt_alt	0.25_0.5	CC	0.501_0.6	116	0.035	1194	0.355
alt_alt	0.25_0.5	CC	0.601_0.7	233	0.069	1427	0.425
alt_alt	0.25_0.5	CC	0.701_0.8	221	0.066	1648	0.491
alt_alt	0.25_0.5	CC	0.801_0.9	146	0.043	1794	0.534
alt_alt	0.25_0.5	CC	0.901_1.0	1565	0.466	3359	1.0
alt_alt	0.25_0.5	EE	0_0.1	44	0.06	44	0.06
alt_alt	0.25_0.5	EE	0.101_0.2	144	0.196	188	0.255
alt_alt	0.25_0.5	EE	0.201_0.3	96	0.13	284	0.386
alt_alt	0.25_0.5	EE	0.301_0.4	160	0.217	444	0.603
alt_alt	0.25_0.5	EE	0.401_0.5	62	0.084	506	0.688
alt_alt	0.25_0.5	EE	0.501_0.6	19	0.026	525	0.713
