Exons,Category,Type
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
5,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
4,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
5,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
1,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
4,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
4,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
4,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
1,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
5,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
4,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
5,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
4,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
1,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
1,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
4,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
4,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
1,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
3,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
4,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
2,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
0,Alternate,Dual
